1	01/01/2016	09:02	12:00	13:00	18:01	04/01/2016	09:02	12:00	13:00	18:01	05/01/2016	09:02	12:00	13:00	18:01	06/01/2016	09:02	12:00	13:00	18:01	07/01/2016	09:02	12:00	13:00	18:01	08/01/2016	09:02	12:00	13:00	18:01	11/01/2016	09:02	12:00	13:00	18:01	12/01/2016	09:02	12:00	13:00	18:01	13/01/2016	09:02	12:00	13:00	18:01	14/01/2016	09:02	12:00	13:00	18:01	15/01/2016	09:02	12:00	13:00	18:01	18/01/2016	09:02	12:00	13:00	18:01	19/01/2016	09:02	12:00	13:00	18:01	20/01/2016	09:02	12:00	13:00	18:01	21/01/2016	09:02	12:00	13:00	18:01	22/01/2016	09:02	12:00	13:00	18:01	25/01/2016	09:02	12:00	13:00	18:01	26/01/2016	09:02	12:00	13:00	18:01	27/01/2016	09:02	12:00	13:00	18:01	28/01/2016	09:02	12:00	13:00	18:01	29/01/2016	09:02	12:00	13:00	18:01
2	01/01/2016	09:03	12:00	13:00	18:01	04/01/2016	09:02	12:00	13:00	18:01	05/01/2016	09:02	12:00	13:00	18:01	06/01/2016	09:02	12:00	13:00	18:01	07/01/2016	09:02	12:00	13:00	18:01	08/01/2016	09:02	12:00	13:00	18:01	11/01/2016	09:02	12:00	13:00	18:01	12/01/2016	09:02	12:00	13:00	18:01	13/01/2016	09:02	12:00	13:00	18:01	14/01/2016	09:02	12:00	13:00	18:01	15/01/2016	09:02	12:00	13:00	18:01	18/01/2016	09:02	12:00	13:00	18:01	19/01/2016	09:02	12:00	13:00	18:01	20/01/2016	09:02	12:00	13:00	18:01	21/01/2016	09:02	12:00	13:00	18:01	22/01/2016	09:02	12:00	13:00	18:01	25/01/2016	09:02	12:00	13:00	18:01	26/01/2016	09:02	12:00	13:00	18:01	27/01/2016	09:02	12:00	13:00	18:01	28/01/2016	09:02	12:00	13:00	18:01	29/01/2016	09:02	12:00	13:00	18:01
3	01/01/2016	09:04	12:00	13:00	18:01	04/01/2016	09:02	12:00	13:00	18:01	05/01/2016	09:02	12:00	13:00	18:01	06/01/2016	09:02	12:00	13:00	18:01	07/01/2016	09:02	12:00	13:00	18:01	08/01/2016	09:02	12:00	13:00	18:01	11/01/2016	09:02	12:00	13:00	18:01	12/01/2016	09:02	12:00	13:00	18:01	13/01/2016	09:02	12:00	13:00	18:01	14/01/2016	09:02	12:00	13:00	18:01	15/01/2016	09:02	12:00	13:00	18:01	18/01/2016	09:02	12:00	13:00	18:01	19/01/2016	09:02	12:00	13:00	18:01	20/01/2016	09:02	12:00	13:00	18:01	21/01/2016	09:02	12:00	13:00	18:01	22/01/2016	09:02	12:00	13:00	18:01	25/01/2016	09:02	12:00	13:00	18:01	26/01/2016	09:02	12:00	13:00	18:01	27/01/2016	09:02	12:00	13:00	18:01	28/01/2016	09:02	12:00	13:00	18:01	29/01/2016	09:02	12:00	13:00	18:01
4	01/01/2016	09:05	12:00	13:00	18:01	04/01/2016	09:02	12:00	13:00	18:01	05/01/2016	09:02	12:00	13:00	18:01	06/01/2016	09:02	12:00	13:00	18:01	07/01/2016	09:02	12:00	13:00	18:01	08/01/2016	09:02	12:00	13:00	18:01	11/01/2016	09:02	12:00	13:00	18:01	12/01/2016	09:02	12:00	13:00	18:01	13/01/2016	09:02	12:00	13:00	18:01	14/01/2016	09:02	12:00	13:00	18:01	15/01/2016	09:02	12:00	13:00	18:01	18/01/2016	09:02	12:00	13:00	18:01	19/01/2016	09:02	12:00	13:00	18:01	20/01/2016	09:02	12:00	13:00	18:01	21/01/2016	09:02	12:00	13:00	18:01	22/01/2016	09:02	12:00	13:00	18:01	25/01/2016	09:02	12:00	13:00	18:01	26/01/2016	09:02	12:00	13:00	18:01	27/01/2016	09:02	12:00	13:00	18:01	28/01/2016	09:02	12:00	13:00	18:01	29/01/2016	09:02	12:00	13:00	18:01
5	01/01/2016	09:06	12:00	13:00	18:01	04/01/2016	09:02	12:00	13:00	18:01	05/01/2016	09:02	12:00	13:00	18:01	06/01/2016	09:02	12:00	13:00	18:01	07/01/2016	09:02	12:00	13:00	18:01	08/01/2016	09:02	12:00	13:00	18:01	11/01/2016	09:02	12:00	13:00	18:01	12/01/2016	09:02	12:00	13:00	18:01	13/01/2016	09:02	12:00	13:00	18:01	14/01/2016	09:02	12:00	13:00	18:01	15/01/2016	09:02	12:00	13:00	18:01	18/01/2016	09:02	12:00	13:00	18:01	19/01/2016	09:02	12:00	13:00	18:01	20/01/2016	09:02	12:00	13:00	18:01	21/01/2016	09:02	12:00	13:00	18:01	22/01/2016	09:02	12:00	13:00	18:01	25/01/2016	09:02	12:00	13:00	18:01	26/01/2016	09:02	12:00	13:00	18:01	27/01/2016	09:02	12:00	13:00	18:01	28/01/2016	09:02	12:00	13:00	18:01	29/01/2016	09:02	12:00	13:00	18:01
6	01/01/2016	09:07	12:00	13:00	18:01	04/01/2016	09:02	12:00	13:00	18:01	05/01/2016	09:02	12:00	13:00	18:01	06/01/2016	09:02	12:00	13:00	18:01	07/01/2016	09:02	12:00	13:00	18:01	08/01/2016	09:02	12:00	13:00	18:01	11/01/2016	09:02	12:00	13:00	18:01	12/01/2016	09:02	12:00	13:00	18:01	13/01/2016	09:02	12:00	13:00	18:01	14/01/2016	09:02	12:00	13:00	18:01	15/01/2016	09:02	12:00	13:00	18:01	18/01/2016	09:02	12:00	13:00	18:01	19/01/2016	09:02	12:00	13:00	18:01	20/01/2016	09:02	12:00	13:00	18:01	21/01/2016	09:02	12:00	13:00	18:01	22/01/2016	09:02	12:00	13:00	18:01	25/01/2016	09:02	12:00	13:00	18:01	26/01/2016	09:02	12:00	13:00	18:01	27/01/2016	09:02	12:00	13:00	18:01	28/01/2016	09:02	12:00	13:00	18:01	29/01/2016	09:02	12:00	13:00	18:01
7	01/01/2016	09:08	12:00	13:00	18:01	04/01/2016	09:02	12:00	13:00	18:01	05/01/2016	09:02	12:00	13:00	18:01	06/01/2016	09:02	12:00	13:00	18:01	07/01/2016	09:02	12:00	13:00	18:01	08/01/2016	09:02	12:00	13:00	18:01	11/01/2016	09:02	12:00	13:00	18:01	12/01/2016	09:02	12:00	13:00	18:01	13/01/2016	09:02	12:00	13:00	18:01	14/01/2016	09:02	12:00	13:00	18:01	15/01/2016	09:02	12:00	13:00	18:01	18/01/2016	09:02	12:00	13:00	18:01	19/01/2016	09:02	12:00	13:00	18:01	20/01/2016	09:02	12:00	13:00	18:01	21/01/2016	09:02	12:00	13:00	18:01	22/01/2016	09:02	12:00	13:00	18:01	25/01/2016	09:02	12:00	13:00	18:01	26/01/2016	09:02	12:00	13:00	18:01	27/01/2016	09:02	12:00	13:00	18:01	28/01/2016	09:02	12:00	13:00	18:01	29/01/2016	09:02	12:00	13:00	18:01
8	01/01/2016	09:09	-	13:00	18:01	04/01/2016	09:02	12:00	13:00	18:01	05/01/2016	09:02	12:00	13:00	18:01	06/01/2016	09:02	12:00	13:00	18:01	07/01/2016	09:02	12:00	13:00	18:01	08/01/2016	09:02	12:00	13:00	18:01	11/01/2016	09:02	12:00	13:00	18:01	12/01/2016	09:02	12:00	13:00	18:01	13/01/2016	09:02	12:00	13:00	18:01	14/01/2016	09:02	12:00	13:00	18:01	15/01/2016	09:02	12:00	13:00	18:01	18/01/2016	09:02	12:00	13:00	18:01	19/01/2016	09:02	12:00	13:00	18:01	20/01/2016	09:02	12:00	13:00	18:01	21/01/2016	09:02	12:00	13:00	18:01	22/01/2016	09:02	12:00	13:00	18:01	25/01/2016	09:02	12:00	13:00	18:01	26/01/2016	09:02	12:00	13:00	18:01	27/01/2016	09:02	12:00	13:00	18:01	28/01/2016	09:02	12:00	13:00	18:01	29/01/2016	09:02	12:00	13:00	18:01
9	01/01/2016	09:10	12:00	13:00	18:01	04/01/2016	09:02	12:00	13:00	18:01	05/01/2016	09:02	12:00	13:00	18:01	06/01/2016	09:02	12:00	13:00	18:01	07/01/2016	09:02	12:00	13:00	18:01	08/01/2016	09:02	12:00	13:00	18:01	11/01/2016	09:02	12:00	13:00	18:01	12/01/2016	09:02	12:00	13:00	18:01	13/01/2016	09:02	12:00	13:00	18:01	14/01/2016	09:02	12:00	13:00	18:01	15/01/2016	09:02	12:00	13:00	18:01	18/01/2016	09:02	12:00	13:00	18:01	19/01/2016	09:02	12:00	13:00	18:01	20/01/2016	09:02	12:00	13:00	18:01	21/01/2016	09:02	12:00	13:00	18:01	22/01/2016	09:02	12:00	13:00	18:01	25/01/2016	09:02	12:00	13:00	18:01	26/01/2016	09:02	12:00	13:00	18:01	27/01/2016	09:02	12:00	13:00	18:01	28/01/2016	09:02	12:00	13:00	18:01	29/01/2016	09:02	12:00	13:00	18:01
10	01/01/2016	09:11	12:00	-	18:01	04/01/2016	09:02	12:00	13:00	18:01	05/01/2016	09:02	12:00	13:00	18:01	06/01/2016	09:02	12:00	13:00	18:01	07/01/2016	09:02	12:00	13:00	18:01	08/01/2016	09:02	12:00	13:00	18:01	11/01/2016	09:02	12:00	13:00	18:01	12/01/2016	09:02	12:00	13:00	18:01	13/01/2016	09:02	12:00	13:00	18:01	14/01/2016	09:02	12:00	13:00	18:01	15/01/2016	09:02	12:00	13:00	18:01	18/01/2016	09:02	12:00	13:00	18:01	19/01/2016	09:02	12:00	13:00	18:01	20/01/2016	09:02	12:00	13:00	18:01	21/01/2016	09:02	12:00	13:00	18:01	22/01/2016	09:02	12:00	13:00	18:01	25/01/2016	09:02	12:00	13:00	18:01	26/01/2016	09:02	12:00	13:00	18:01	27/01/2016	09:02	12:00	13:00	18:01	28/01/2016	09:02	12:00	13:00	18:01	29/01/2016	09:02	12:00	13:00	18:01
